sample_id,source,raw_text,clean_text,token_count,char_count,sentiment_label,language,label_source,group_id
m2_0001327,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. Overall the asset looks manageable but not compelling.,demand is present but not especially strong with no major pricing pressure in either direction roads and services are functional without being exceptional overall the asset looks manageable but not compelling,31,208,neutral,en,synthetic_template_label,grp_4c0e417135c9
m2_0001328,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. This points to an ordinary investment profile.",demand is present but not especially strong with no major pricing pressure in either direction and roads and services are functional without being exceptional this points to an ordinary investment profile,31,204,neutral,en,synthetic_template_label,grp_c6d7e91a3842
m2_0001329,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. The property may suit cautious buyers seeking stability.,demand is present but not especially strong with no major pricing pressure in either direction roads and services are functional without being exceptional the property may suit cautious buyers seeking stability,31,210,neutral,en,synthetic_template_label,grp_87b25ed93ad4
m2_0001330,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. That leaves the opportunity in a middle range position.",demand is present but not especially strong with no major pricing pressure in either direction and roads and services are functional without being exceptional that leaves the opportunity in a middle range position,33,213,neutral,en,synthetic_template_label,grp_e5088a685568
m2_0001331,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. The outlook is reasonable without being especially attractive.,demand is present but not especially strong with no major pricing pressure in either direction roads and services are functional without being exceptional the outlook is reasonable without being especially attractive,31,216,neutral,en,synthetic_template_label,grp_522fc55d09a6
m2_0001332,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. This supports a wait and compare decision more than urgency.",demand is present but not especially strong with no major pricing pressure in either direction and roads and services are functional without being exceptional this supports a wait and compare decision more than urgency,34,218,neutral,en,synthetic_template_label,grp_9fddfefefe3e
m2_0001333,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. Overall the asset looks manageable but not compelling.,demand is present but not especially strong with no major pricing pressure in either direction transport and schools are adequate for routine use overall the asset looks manageable but not compelling,31,199,neutral,en,synthetic_template_label,grp_eab18ddc97d2
m2_0001334,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. This points to an ordinary investment profile.",demand is present but not especially strong with no major pricing pressure in either direction and transport and schools are adequate for routine use this points to an ordinary investment profile,31,195,neutral,en,synthetic_template_label,grp_4c8088eb35b7
m2_0001335,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. The property may suit cautious buyers seeking stability.,demand is present but not especially strong with no major pricing pressure in either direction transport and schools are adequate for routine use the property may suit cautious buyers seeking stability,31,201,neutral,en,synthetic_template_label,grp_147180c4a5aa
m2_0001336,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. That leaves the opportunity in a middle range position.",demand is present but not especially strong with no major pricing pressure in either direction and transport and schools are adequate for routine use that leaves the opportunity in a middle range position,33,204,neutral,en,synthetic_template_label,grp_c94f87c4873d
m2_0001337,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. The outlook is reasonable without being especially attractive.,demand is present but not especially strong with no major pricing pressure in either direction transport and schools are adequate for routine use the outlook is reasonable without being especially attractive,31,207,neutral,en,synthetic_template_label,grp_4461f51a2b1c
m2_0001338,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. This supports a wait and compare decision more than urgency.",demand is present but not especially strong with no major pricing pressure in either direction and transport and schools are adequate for routine use this supports a wait and compare decision more than urgency,34,209,neutral,en,synthetic_template_label,grp_26ef9b380978
m2_0001339,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. Overall the asset looks manageable but not compelling.,demand is present but not especially strong with no major pricing pressure in either direction infrastructure is serviceable though some upgrades would help overall the asset looks manageable but not compelling,31,210,neutral,en,synthetic_template_label,grp_ec55cc511211
m2_0001340,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and infrastructure is serviceable though some upgrades would help. This points to an ordinary investment profile.",demand is present but not especially strong with no major pricing pressure in either direction and infrastructure is serviceable though some upgrades would help this points to an ordinary investment profile,31,206,neutral,en,synthetic_template_label,grp_86a9c81a1093
m2_0001341,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. The property may suit cautious buyers seeking stability.,demand is present but not especially strong with no major pricing pressure in either direction infrastructure is serviceable though some upgrades would help the property may suit cautious buyers seeking stability,31,212,neutral,en,synthetic_template_label,grp_2b878e8423e3
m2_0001342,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and infrastructure is serviceable though some upgrades would help. That leaves the opportunity in a middle range position.",demand is present but not especially strong with no major pricing pressure in either direction and infrastructure is serviceable though some upgrades would help that leaves the opportunity in a middle range position,33,215,neutral,en,synthetic_template_label,grp_ef2bc49d7c37
m2_0001343,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. The outlook is reasonable without being especially attractive.,demand is present but not especially strong with no major pricing pressure in either direction infrastructure is serviceable though some upgrades would help the outlook is reasonable without being especially attractive,31,218,neutral,en,synthetic_template_label,grp_ff85558e80c2
m2_0001344,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and infrastructure is serviceable though some upgrades would help. This supports a wait and compare decision more than urgency.",demand is present but not especially strong with no major pricing pressure in either direction and infrastructure is serviceable though some upgrades would help this supports a wait and compare decision more than urgency,34,220,neutral,en,synthetic_template_label,grp_91f15cd1b2b7
m2_0001345,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Commercial access is acceptable but not a clear advantage. Overall the asset looks manageable but not compelling.,demand is present but not especially strong with no major pricing pressure in either direction commercial access is acceptable but not a clear advantage overall the asset looks manageable but not compelling,32,206,neutral,en,synthetic_template_label,grp_0e79bb6a5fcb
m2_0001346,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and commercial access is acceptable but not a clear advantage. This points to an ordinary investment profile.",demand is present but not especially strong with no major pricing pressure in either direction and commercial access is acceptable but not a clear advantage this points to an ordinary investment profile,32,202,neutral,en,synthetic_template_label,grp_6ccddb8d7f53
m2_0001347,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Commercial access is acceptable but not a clear advantage. The property may suit cautious buyers seeking stability.,demand is present but not especially strong with no major pricing pressure in either direction commercial access is acceptable but not a clear advantage the property may suit cautious buyers seeking stability,32,208,neutral,en,synthetic_template_label,grp_709ff63bc41b
m2_0001348,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and commercial access is acceptable but not a clear advantage. That leaves the opportunity in a middle range position.",demand is present but not especially strong with no major pricing pressure in either direction and commercial access is acceptable but not a clear advantage that leaves the opportunity in a middle range position,34,211,neutral,en,synthetic_template_label,grp_f653cd20fe99
m2_0001349,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. Commercial access is acceptable but not a clear advantage. The outlook is reasonable without being especially attractive.,demand is present but not especially strong with no major pricing pressure in either direction commercial access is acceptable but not a clear advantage the outlook is reasonable without being especially attractive,32,214,neutral,en,synthetic_template_label,grp_f2af370caf9c
m2_0001350,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and commercial access is acceptable but not a clear advantage. This supports a wait and compare decision more than urgency.",demand is present but not especially strong with no major pricing pressure in either direction and commercial access is acceptable but not a clear advantage this supports a wait and compare decision more than urgency,35,216,neutral,en,synthetic_template_label,grp_5623071ca7fb
m2_0001351,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. The environment is workable for standard residential demand. Overall the asset looks manageable but not compelling.,demand is present but not especially strong with no major pricing pressure in either direction the environment is workable for standard residential demand overall the asset looks manageable but not compelling,31,208,neutral,en,synthetic_template_label,grp_8e1970e2c3c2
m2_0001352,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and the environment is workable for standard residential demand. This points to an ordinary investment profile.",demand is present but not especially strong with no major pricing pressure in either direction and the environment is workable for standard residential demand this points to an ordinary investment profile,31,204,neutral,en,synthetic_template_label,grp_c9ff9cea7d58
m2_0001353,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. The environment is workable for standard residential demand. The property may suit cautious buyers seeking stability.,demand is present but not especially strong with no major pricing pressure in either direction the environment is workable for standard residential demand the property may suit cautious buyers seeking stability,31,210,neutral,en,synthetic_template_label,grp_236d75e77903
m2_0001354,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and the environment is workable for standard residential demand. That leaves the opportunity in a middle range position.",demand is present but not especially strong with no major pricing pressure in either direction and the environment is workable for standard residential demand that leaves the opportunity in a middle range position,33,213,neutral,en,synthetic_template_label,grp_8abc6d819a1a
m2_0001355,synthetic_template_generator,Demand is present but not especially strong with no major pricing pressure in either direction. The environment is workable for standard residential demand. The outlook is reasonable without being especially attractive.,demand is present but not especially strong with no major pricing pressure in either direction the environment is workable for standard residential demand the outlook is reasonable without being especially attractive,31,216,neutral,en,synthetic_template_label,grp_adff1a73e291
m2_0001356,synthetic_template_generator,"Demand is present but not especially strong with no major pricing pressure in either direction, and the environment is workable for standard residential demand. This supports a wait and compare decision more than urgency.",demand is present but not especially strong with no major pricing pressure in either direction and the environment is workable for standard residential demand this supports a wait and compare decision more than urgency,34,218,neutral,en,synthetic_template_label,grp_b2689e217a8a
m2_0001357,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Amenities cover basic needs but do not stand out. Overall the asset looks manageable but not compelling.,demand is present but not especially strong and recent listings point to limited momentum amenities cover basic needs but do not stand out overall the asset looks manageable but not compelling,31,192,neutral,en,synthetic_template_label,grp_50f580ab2ff0
m2_0001358,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and amenities cover basic needs but do not stand out. This points to an ordinary investment profile.",demand is present but not especially strong and recent listings point to limited momentum and amenities cover basic needs but do not stand out this points to an ordinary investment profile,31,188,neutral,en,synthetic_template_label,grp_524dc58fad44
m2_0001359,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Amenities cover basic needs but do not stand out. The property may suit cautious buyers seeking stability.,demand is present but not especially strong and recent listings point to limited momentum amenities cover basic needs but do not stand out the property may suit cautious buyers seeking stability,31,194,neutral,en,synthetic_template_label,grp_560fd397fcd3
m2_0001360,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and amenities cover basic needs but do not stand out. That leaves the opportunity in a middle range position.",demand is present but not especially strong and recent listings point to limited momentum and amenities cover basic needs but do not stand out that leaves the opportunity in a middle range position,33,197,neutral,en,synthetic_template_label,grp_4781bff59a94
m2_0001361,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Amenities cover basic needs but do not stand out. The outlook is reasonable without being especially attractive.,demand is present but not especially strong and recent listings point to limited momentum amenities cover basic needs but do not stand out the outlook is reasonable without being especially attractive,31,200,neutral,en,synthetic_template_label,grp_e12f278c040c
m2_0001362,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and amenities cover basic needs but do not stand out. This supports a wait and compare decision more than urgency.",demand is present but not especially strong and recent listings point to limited momentum and amenities cover basic needs but do not stand out this supports a wait and compare decision more than urgency,34,202,neutral,en,synthetic_template_label,grp_2142f3eb7e67
m2_0001363,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Roads and services are functional without being exceptional. Overall the asset looks manageable but not compelling.,demand is present but not especially strong and recent listings point to limited momentum roads and services are functional without being exceptional overall the asset looks manageable but not compelling,30,203,neutral,en,synthetic_template_label,grp_13e04e73fbed
m2_0001364,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and roads and services are functional without being exceptional. This points to an ordinary investment profile.",demand is present but not especially strong and recent listings point to limited momentum and roads and services are functional without being exceptional this points to an ordinary investment profile,30,199,neutral,en,synthetic_template_label,grp_df92bfa85af3
m2_0001365,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Roads and services are functional without being exceptional. The property may suit cautious buyers seeking stability.,demand is present but not especially strong and recent listings point to limited momentum roads and services are functional without being exceptional the property may suit cautious buyers seeking stability,30,205,neutral,en,synthetic_template_label,grp_695a3678e052
m2_0001366,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and roads and services are functional without being exceptional. That leaves the opportunity in a middle range position.",demand is present but not especially strong and recent listings point to limited momentum and roads and services are functional without being exceptional that leaves the opportunity in a middle range position,32,208,neutral,en,synthetic_template_label,grp_db967560dd6a
m2_0001367,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Roads and services are functional without being exceptional. The outlook is reasonable without being especially attractive.,demand is present but not especially strong and recent listings point to limited momentum roads and services are functional without being exceptional the outlook is reasonable without being especially attractive,30,211,neutral,en,synthetic_template_label,grp_1396e61fc526
m2_0001368,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and roads and services are functional without being exceptional. This supports a wait and compare decision more than urgency.",demand is present but not especially strong and recent listings point to limited momentum and roads and services are functional without being exceptional this supports a wait and compare decision more than urgency,33,213,neutral,en,synthetic_template_label,grp_d122cc3bafbf
m2_0001369,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Transport and schools are adequate for routine use. Overall the asset looks manageable but not compelling.,demand is present but not especially strong and recent listings point to limited momentum transport and schools are adequate for routine use overall the asset looks manageable but not compelling,30,194,neutral,en,synthetic_template_label,grp_a7242f11a589
m2_0001370,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and transport and schools are adequate for routine use. This points to an ordinary investment profile.",demand is present but not especially strong and recent listings point to limited momentum and transport and schools are adequate for routine use this points to an ordinary investment profile,30,190,neutral,en,synthetic_template_label,grp_b38ebe571daa
m2_0001371,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Transport and schools are adequate for routine use. The property may suit cautious buyers seeking stability.,demand is present but not especially strong and recent listings point to limited momentum transport and schools are adequate for routine use the property may suit cautious buyers seeking stability,30,196,neutral,en,synthetic_template_label,grp_ec00cd5e42f5
m2_0001372,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and transport and schools are adequate for routine use. That leaves the opportunity in a middle range position.",demand is present but not especially strong and recent listings point to limited momentum and transport and schools are adequate for routine use that leaves the opportunity in a middle range position,32,199,neutral,en,synthetic_template_label,grp_1347570a5a77
m2_0001373,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Transport and schools are adequate for routine use. The outlook is reasonable without being especially attractive.,demand is present but not especially strong and recent listings point to limited momentum transport and schools are adequate for routine use the outlook is reasonable without being especially attractive,30,202,neutral,en,synthetic_template_label,grp_05395e4e4dbe
m2_0001374,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and transport and schools are adequate for routine use. This supports a wait and compare decision more than urgency.",demand is present but not especially strong and recent listings point to limited momentum and transport and schools are adequate for routine use this supports a wait and compare decision more than urgency,33,204,neutral,en,synthetic_template_label,grp_89813717c7f0
m2_0001375,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Infrastructure is serviceable though some upgrades would help. Overall the asset looks manageable but not compelling.,demand is present but not especially strong and recent listings point to limited momentum infrastructure is serviceable though some upgrades would help overall the asset looks manageable but not compelling,30,205,neutral,en,synthetic_template_label,grp_b2ad2d73d285
m2_0001376,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and infrastructure is serviceable though some upgrades would help. This points to an ordinary investment profile.",demand is present but not especially strong and recent listings point to limited momentum and infrastructure is serviceable though some upgrades would help this points to an ordinary investment profile,30,201,neutral,en,synthetic_template_label,grp_e708225eb0be
m2_0001377,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Infrastructure is serviceable though some upgrades would help. The property may suit cautious buyers seeking stability.,demand is present but not especially strong and recent listings point to limited momentum infrastructure is serviceable though some upgrades would help the property may suit cautious buyers seeking stability,30,207,neutral,en,synthetic_template_label,grp_fcc99cf21f80
m2_0001378,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and infrastructure is serviceable though some upgrades would help. That leaves the opportunity in a middle range position.",demand is present but not especially strong and recent listings point to limited momentum and infrastructure is serviceable though some upgrades would help that leaves the opportunity in a middle range position,32,210,neutral,en,synthetic_template_label,grp_c1d9d1391f56
m2_0001379,synthetic_template_generator,Demand is present but not especially strong and recent listings point to limited momentum. Infrastructure is serviceable though some upgrades would help. The outlook is reasonable without being especially attractive.,demand is present but not especially strong and recent listings point to limited momentum infrastructure is serviceable though some upgrades would help the outlook is reasonable without being especially attractive,30,213,neutral,en,synthetic_template_label,grp_78a2181c7152
m2_0001380,synthetic_template_generator,"Demand is present but not especially strong and recent listings point to limited momentum, and infrastructure is serviceable though some upgrades would help. This supports a wait and compare decision more than urgency.",demand is present but not especially strong and recent listings point to limited momentum and infrastructure is serviceable though some upgrades would help this supports a wait and compare decision more than urgency,33,215,neutral,en,synthetic_template_label,grp_8b3c1cc259fd
m2_0001381,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les commodites couvrent les besoins de base sans se distinguer. Au final le bien parait gerable sans etre tres attractif.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les commodites couvrent les besoins de base sans se distinguer au final le bien parait gerable sans etre tres attractif,40,237,neutral,fr,synthetic_template_label,grp_306353c54092
m2_0001382,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les commodites couvrent les besoins de base sans se distinguer. Cela decrit un profil d'investissement plutot ordinaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les commodites couvrent les besoins de base sans se distinguer cela decrit un profil d investissement plutot ordinaire,39,239,neutral,fr,synthetic_template_label,grp_48048aa7aa9f
m2_0001383,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les commodites couvrent les besoins de base sans se distinguer. Le bien peut convenir a un acheteur prudent qui cherche de la stabilite.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les commodites couvrent les besoins de base sans se distinguer le bien peut convenir a un acheteur prudent qui cherche de la stabilite,43,252,neutral,fr,synthetic_template_label,grp_5ce9bc5e05b7
m2_0001384,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les commodites couvrent les besoins de base sans se distinguer. Cette situation place l'opportunite dans une zone intermediaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les commodites couvrent les besoins de base sans se distinguer cette situation place l opportunite dans une zone intermediaire,40,247,neutral,fr,synthetic_template_label,grp_d540426e4c56
m2_0001385,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les commodites couvrent les besoins de base sans se distinguer. La perspective reste correcte sans reel atout marquant.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les commodites couvrent les besoins de base sans se distinguer la perspective reste correcte sans reel atout marquant,38,235,neutral,fr,synthetic_template_label,grp_393090042499
m2_0001386,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les commodites couvrent les besoins de base sans se distinguer. Ce contexte invite davantage a comparer qu'a se precipiter.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les commodites couvrent les besoins de base sans se distinguer ce contexte invite davantage a comparer qu a se precipiter,41,242,neutral,fr,synthetic_template_label,grp_61b4a1fe8264
m2_0001387,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les routes et services sont fonctionnels sans etre remarquables. Au final le bien parait gerable sans etre tres attractif.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les routes et services sont fonctionnels sans etre remarquables au final le bien parait gerable sans etre tres attractif,39,238,neutral,fr,synthetic_template_label,grp_75d99aa22fc2
m2_0001388,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les routes et services sont fonctionnels sans etre remarquables. Cela decrit un profil d'investissement plutot ordinaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les routes et services sont fonctionnels sans etre remarquables cela decrit un profil d investissement plutot ordinaire,38,240,neutral,fr,synthetic_template_label,grp_2e7fe1604ae1
m2_0001389,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les routes et services sont fonctionnels sans etre remarquables. Le bien peut convenir a un acheteur prudent qui cherche de la stabilite.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les routes et services sont fonctionnels sans etre remarquables le bien peut convenir a un acheteur prudent qui cherche de la stabilite,42,253,neutral,fr,synthetic_template_label,grp_a19acc8211c3
m2_0001390,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les routes et services sont fonctionnels sans etre remarquables. Cette situation place l'opportunite dans une zone intermediaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les routes et services sont fonctionnels sans etre remarquables cette situation place l opportunite dans une zone intermediaire,39,248,neutral,fr,synthetic_template_label,grp_9b104843eb55
m2_0001391,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les routes et services sont fonctionnels sans etre remarquables. La perspective reste correcte sans reel atout marquant.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les routes et services sont fonctionnels sans etre remarquables la perspective reste correcte sans reel atout marquant,37,236,neutral,fr,synthetic_template_label,grp_ab8a191a6db5
m2_0001392,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les routes et services sont fonctionnels sans etre remarquables. Ce contexte invite davantage a comparer qu'a se precipiter.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les routes et services sont fonctionnels sans etre remarquables ce contexte invite davantage a comparer qu a se precipiter,40,243,neutral,fr,synthetic_template_label,grp_3ba173995159
m2_0001393,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les transports et ecoles sont adequats pour un usage courant. Au final le bien parait gerable sans etre tres attractif.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les transports et ecoles sont adequats pour un usage courant au final le bien parait gerable sans etre tres attractif,40,235,neutral,fr,synthetic_template_label,grp_0c465ecfb4fd
m2_0001394,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les transports et ecoles sont adequats pour un usage courant. Cela decrit un profil d'investissement plutot ordinaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les transports et ecoles sont adequats pour un usage courant cela decrit un profil d investissement plutot ordinaire,39,237,neutral,fr,synthetic_template_label,grp_abf8bfbaee7e
m2_0001395,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les transports et ecoles sont adequats pour un usage courant. Le bien peut convenir a un acheteur prudent qui cherche de la stabilite.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les transports et ecoles sont adequats pour un usage courant le bien peut convenir a un acheteur prudent qui cherche de la stabilite,43,250,neutral,fr,synthetic_template_label,grp_85b2f91f8487
m2_0001396,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les transports et ecoles sont adequats pour un usage courant. Cette situation place l'opportunite dans une zone intermediaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les transports et ecoles sont adequats pour un usage courant cette situation place l opportunite dans une zone intermediaire,40,245,neutral,fr,synthetic_template_label,grp_c7666a968001
m2_0001397,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les transports et ecoles sont adequats pour un usage courant. La perspective reste correcte sans reel atout marquant.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les transports et ecoles sont adequats pour un usage courant la perspective reste correcte sans reel atout marquant,38,233,neutral,fr,synthetic_template_label,grp_e03b7cbf64cb
m2_0001398,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les transports et ecoles sont adequats pour un usage courant. Ce contexte invite davantage a comparer qu'a se precipiter.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les transports et ecoles sont adequats pour un usage courant ce contexte invite davantage a comparer qu a se precipiter,41,240,neutral,fr,synthetic_template_label,grp_c4ebf3a40077
m2_0001399,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les infrastructures restent correctes meme si des ameliorations seraient utiles. Au final le bien parait gerable sans etre tres attractif.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les infrastructures restent correctes meme si des ameliorations seraient utiles au final le bien parait gerable sans etre tres attractif,40,254,neutral,fr,synthetic_template_label,grp_b9a90e26915f
m2_0001400,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les infrastructures restent correctes meme si des ameliorations seraient utiles. Cela decrit un profil d'investissement plutot ordinaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les infrastructures restent correctes meme si des ameliorations seraient utiles cela decrit un profil d investissement plutot ordinaire,39,256,neutral,fr,synthetic_template_label,grp_0a99789c75a9
m2_0001401,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les infrastructures restent correctes meme si des ameliorations seraient utiles. Le bien peut convenir a un acheteur prudent qui cherche de la stabilite.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les infrastructures restent correctes meme si des ameliorations seraient utiles le bien peut convenir a un acheteur prudent qui cherche de la stabilite,43,269,neutral,fr,synthetic_template_label,grp_68f7ec1a969a
m2_0001402,synthetic_template_generator,"La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre, et les infrastructures restent correctes meme si des ameliorations seraient utiles. Cette situation place l'opportunite dans une zone intermediaire.",la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre et les infrastructures restent correctes meme si des ameliorations seraient utiles cette situation place l opportunite dans une zone intermediaire,40,264,neutral,fr,synthetic_template_label,grp_487efc277a6e
m2_0001403,synthetic_template_generator,La demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l'autre. Les infrastructures restent correctes meme si des ameliorations seraient utiles. La perspective reste correcte sans reel atout marquant.,la demande est presente sans etre particulierement forte sans veritable pression de prix dans un sens ou dans l autre les infrastructures restent correctes meme si des ameliorations seraient utiles la perspective reste correcte sans reel atout marquant,38,252,neutral,fr,synthetic_template_label,grp_91544b761457
